Seed	Size	Fitness	Members
YNL021W	3	0.415324885	YPR179C,YDR295C
YNL025C	24	0.924844658	YBL093C,YGL127C,YHR058C,YBR253W,YGL151W,YBR193C,YDR308C,YDL005C,YGL025C,YHR041C,YLR071C,YGR104C,YER022W,YCR081W,YNL236W,YOL051W,YPR168W,YOR174W,YDR443C,YPR070W,YNR010W,YOL135C,YPL042C
YNL026W	4	0.266585704	YAL010C,YLL006W,YOL009C
YNL027W	8	0.831257063	YJL056C,YGL035C,YGL209W,YDR096W,YBR066C,YDR043C,YMR037C
YNL030W	15	0.383736587	YBL002W,YDR225W,YBL003C,YNL031C,YDR224C,YBR010W,YBR009C,YAL019W,YER030W,YKL049C,YDL074C,YOL012C,YBL025W,YOR295W
YNL031C	14	0.379723764	YBL002W,YDR225W,YBL003C,YNL030W,YDR224C,YBR010W,YBR009C,YAL019W,YER030W,YKL049C,YOL012C,YBL025W,YOR295W
YNL032W	2	1	YNL099C
YNL037C	3	1	YOR136W,YDL066W
YNL041C	9	0.926811729	YPR105C,YML071C,YGL005C,YGL223C,YER157W,YGR120C,YNL051W,YDL113C
YNL045W	2	1	YHR047C
YNL047C	8	0.55041545	YER093C,YIL105C,YOL078W,YMR068W,YJL058C,YKL203C,YNL006W
YNL051W	9	0.926811729	YPR105C,YML071C,YGL005C,YGL223C,YNL041C,YER157W,YGR120C,YDL113C
YNL052W	12	0.833112435	YMR256C,YLR395C,Q0275,YHR051W,Q0250,YGL191W,YGL187C,Q0045,YDL067C,YLR203C,YIL111W
YNL053W	5	0.375824982	YFR028C,YIR026C,YIL113W,YBR276C
YNL055C	9	0.601639497	YNL070W,YNL131W,YNL121C,YMR203W,YNL026W,YGR082W,YAL010C,YLL006W
YNL059C	15	0.410790558	YOR141C,YOR189W,YLR052W,YFL013C,YDL002C,YGL150C,YPL235W,YDR190C,YFL039C,YJL081C,YBR089C-A,YPR052C,YMR072W,YDR174W
YNL061W	2	0.871371805	YBL024W
YNL064C	3	0.218629235	YMR186W,YBL075C
YNL066W	4	1	YIL123W,YJL116C,YKR042W
YNL068C	10	0.206599414	YIL131C,YHR115C,YLR016C,YDR369C,YLR183C,YNL116W,YDR200C,YCR065W,YDR501W
YNL070W	11	0.765203454	YGR082W,YMR203W,YOR045W,YNL121C,YNL131W,YNL026W,YNL055C,YAL010C,YOL009C,YLL006W
YNL073W	3	0.257319993	YAR007C,YNL312W
YNL076W	6	0.06773855	YGL252C,YDR028C,YBR050C,YER177W,YDR099W
YNL079C	2	1	YIL138C
YNL081C	30	0.917339898	YKL155C,YDR337W,YDR041W,YER050C,YDR175C,YJR113C,YGR215W,YHL004W,YIL093C,YJR101W,YDR347W,YGL129C,YGR084C,YBR146W,YBL090W,YGR165W,YMR158W,YMR188C,YBR251W,YDL045W-A,YKL003C,YPR166C,YPL013C,YPL118W,YOR158W,YNL306W,YNR037C,YNL137C,Q0140
YNL082W	10	0.497049663	YMR167W,YOL090W,YLR035C,YPL164C,YNL088W,YPL240C,YDR097C,YIL042C,YCR092C
YNL084C	3	0.085920873	YIR006C,YBL007C
YNL085W	5	0.045031529	YGR178C,YOR033C,YKL113C,YER041W
YNL088W	6	0.356611804	YLR035C,YMR167W,YNL082W,YPL240C,YIL042C
YNL090W	22	0.839120845	YKR014C,YGR152C,YER031C,YGL210W,YKR055W,YFL038C,YML064C,YFL005W,YLR229C,YLR262C,YLR293C,YML001W,YIL118W,YCR027C,YNL093W,YNL098C,YNL180C,YNL304W,YOR089C,YOR101W,YPR165W
YNL093W	24	0.726210721	YNL098C,YNL180C,YNL304W,YOR101W,YPR165W,YOR089C,YKR014C,YGR152C,YKR055W,YER031C,YGL210W,YFL038C,YML064C,YLR229C,YFL005W,YLR262C,YLR293C,YML001W,YIL118W,YCR027C,YNL090W,YER136W,YOR370C
YNL096C	47	0.952297509	YGL189C,YMR116C,YGR214W,YGL123W,YER131W,YOR096W,YGR118W,YBR181C,YJL191W,YHL015W,YKR057W,YBR048W,YER074W,YML026C,YCR031C,YJR123W,YER102W,YDR025W,YMR143W,YPL081W,YNL302C,YOR293W,YPR132W,YOR167C,YOL121C,YPL090C,YOL040C,YNL178W,YBL072C,YBR189W,YML063W,YLR441C,YML024W,YDR064W,YIL069C,YDR447C,YMR230W,YDR450W,YKL156W,YDL083C,YLR048W,YLR167W,YLR264W,YHR021C,YJL136C,YOR119C
YNL097C	14	0.727565797	YPL181W,YAL013W,YIL084C,YMR263W,YBR095C,YDR207C,YOL004W,YNL330C,YPL139C,YKL185W,YMR176W,YMR075W,YJR094C
YNL098C	22	0.788981929	YNL180C,YNL304W,YPR165W,YOR089C,YNL093W,YKR014C,YGR152C,YER031C,YOR101W,YGL210W,YKR055W,YFL038C,YML064C,YFL005W,YLR229C,YLR262C,YLR293C,YML001W,YIL118W,YCR027C,YNL090W
YNL099C	2	1	YNL032W
YNL102W	4	0.326453962	YKL045W,YBL035C,YIR008C
YNL107W	21	0.579235877	YGR002C,YEL018W,YHR090C,YDR485C,YDR359C,YJL081C,YML041C,YBR231C,YFL024C,YLR385C,YAL011W,YFL039C,YDR334W,YLR085C,YOR244W,YNL136W,YJR082C,YDR190C,YPL235W,YPR023C
YNL110C	26	0.354924404	YKL214C,YDR432W,YDR381W,YCL011C,YER165W,YNL004W,YIR005W,YDL209C,YPR112C,YGL044C,YPR042C,YOR319W,YOR361C,YOL123W,YNL197C,YPL190C,YNL251C,YOL041C,YGR159C,YPL043W,YBR212W,YJR091C,YHL024W,YDL224C,YMR302C
YNL112W	35	0.544119831	YGL251C,YNR038W,YDL031W,YOR046C,YOR204W,YLR276C,YKR059W,YLR398C,YBR142W,YLL008W,YFL002C,YJL050W,YKR024C,YJL138C,YGL078C,YDL084W,YGL064C,YMR190C,YGL120C,YMR128W,YGL171W,YKL078W,YHR169W,YIR002C,YPL082C,YOR191W,YLR032W,YBR073W,YJR035W,YFR038W,YGL163C,YLR221C,YOL139C,YOL144W
YNL113W	32	0.923818219	YPR110C,YOR224C,YOR210W,YPR187W,YJL011C,YKR025W,YKL144C,YDL150W,YDR045C,YJR063W,YJL148W,YDR156W,YOR207C,YNL151C,YOR116C,YNR003C,YPR010C,YOR341W,YNL248C,YPR190C,YOR340C,YBR154C,YHR143W-A,YDR404C,YGL070C,YGR063C,YJL140W,YOL005C,YIL021W,YOR151C,YGL043W
YNL116W	11	0.168088411	YPL153C,YHR115C,YDL101C,YLR016C,YDR369C,YIL131C,YLR183C,YNL068C,YDR200C,YDR501W
YNL121C	11	0.551478071	YOR045W,YGR082W,YMR203W,YNL131W,YNL070W,YNL026W,YNL055C,YAL010C,YLL006W,YOL009C
YNL123W	2	1	YIL007C
YNL126W	3	0.341743136	YHR172W,YLR212C
YNL131W	11	0.346327399	YNL121C,YGR082W,YOR045W,YMR203W,YNL070W,YNL055C,YNL026W,YAL010C,YLL006W,YOL009C
YNL135C	2	1	YLR449W
YNL136W	20	0.548608352	YOR244W,YHR090C,YEL018W,YDR359C,YFL024C,YJR082C,YPR023C,YNL107W,YGR002C,YJL081C,YFL039C,YDR485C,YBR231C,YAL011W,YML041C,YLR385C,YDR334W,YDR190C,YLR085C
YNL137C	30	0.912082403	YDR337W,YKL155C,YER050C,YDR175C,YJR113C,YGR215W,YPR166C,YPL013C,YPL118W,YOR158W,YNL306W,YJR101W,YIL093C,YGL129C,YGR084C,YDR347W,YBL090W,YBR146W,YNR037C,YHL004W,YMR158W,YMR188C,YDL045W-A,YKL003C,YBR251W,YDR041W,YGR165W,YNL081C,Q0140
YNL138W	2	0.137201686	YJL005W
YNL139C	4	0.166421574	YHR167W,YML062C,YDR138W
YNL147W	20	0.563290975	YDR378C,YJR022W,YLR438C-A,YBL026W,YER146W,YER112W,YDR473C,YBR055C,YGR091W,YDL098C,YBR152W,YOR308C,YPR178W,YPR082C,YKL173W,YJL124C,YGR006W,YEL026W,YOR310C
YNL148C	4	0.182753881	YPL174C,YCL029C,YER007W
YNL151C	30	0.89767499	YKR025W,YDR045C,YOR116C,YOR207C,YKL144C,YPR190C,YDL150W,YJL011C,YNR003C,YPR110C,YNL113W,YOR210W,YOR224C,YPR187W,YBR154C,YHR143W-A,YJR063W,YPR010C,YDR404C,YGL070C,YJL140W,YOR341W,YIL021W,YOR340C,YOR151C,YNL248C,YJL148W,YDR156W,YOL005C
YNL152W	5	0.04972263	YBL105C,YER125W,YHR205W,YKL092C
YNL154C	82	0.794284031	YJL141C,YKL166C,YJL164C,YDR490C,YJL095W,YHR030C,YHR205W,YLR362W,YJL187C,YDR122W,YGR040W,YGL158W,YLR096W,YKL101W,YKL048C,YER129W,YJL128C,YDL101C,YMR139W,YDR477W,YAR019C,YLR113W,YGR092W,YDR507C,YIL035C,YMR001C,YGR188C,YBR097W,YHR102W,YBR160W,YNL020C,YCL024W,YGL180W,YIL095W,YBL105C,YKL139W,YHL007C,YHR135C,YMR216C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YHR079C,YJR059W,YJL165C,YCR008W,YHR082C,YER123W,YNL298W,YOL113W,YFL033C,YNL161W,YPL153C,YDR247W,YBR274W,YAL017W,YGR052W,YFL029C,YKL171W,YAR018C,YNL307C,YNR031C,YOL016C,YOL045W,YFR014C,YOL128C,YOR061W,YOR231W,YOR233W,YOR267C,YPL026C,YPL031C,YPL140C,YLR248W,YPL203W,YPL204W,YPL209C,YPR054W,YPR161C
YNL161W	3	0.063481141	YFL034C-B,YIL106W
YNL167C	8	0.082159989	YBR112C,YCR084C,YML007W,YOR028C,YEL009C,YIL036W,YIR018W
YNL172W	14	0.898276443	YLR102C,YIR025W,YGL240W,YLR127C,YDR118W,YOR249C,YDR260C,YKL022C,YBL084C,YHR166C,YDL008W,YFR036W,YGL003C
YNL177C	42	0.981510112	YDR237W,YBR122C,YDR322W,YNL005C,YBL038W,YMR024W,YDR462W,YCR071C,YDR405W,YML025C,YKR006C,YLR439W,YBR282W,YKL167C,YML009C,YJL096W,YMR225C,YMR193W,YHR147C,YDR115W,YDR116C,YDL202W,YKR085C,YGR076C,YCR003W,YGL068W,YKL138C,YBR268W,YKL170W,YCR046C,YJL063C,YMR286W,YLR312W-A,YNL185C,YNL252C,YNL284C,YNR022C,YOR150W,YPL173W,YPL183W-A,YPR100W
YNL178W	47	0.954187087	YGL189C,YMR116C,YGR214W,YGL123W,YER131W,YNL302C,YOR293W,YPR132W,YOR167C,YPL081W,YOL121C,YGR118W,YPL090C,YOL040C,YOR096W,YBR181C,YJL191W,YHL015W,YKR057W,YBR048W,YER074W,YML026C,YCR031C,YJR123W,YER102W,YDR025W,YMR143W,YNL096C,YBL072C,YBR189W,YML063W,YLR441C,YML024W,YDR064W,YDR447C,YIL069C,YMR230W,YDR450W,YDL083C,YKL156W,YLR048W,YLR167W,YLR264W,YHR021C,YJL136C,YOR119C
YNL180C	22	0.839120845	YNL098C,YNL093W,YKR014C,YGR152C,YER031C,YGL210W,YKR055W,YFL038C,YML064C,YFL005W,YLR229C,YLR262C,YLR293C,YML001W,YNL090W,YIL118W,YCR027C,YNL304W,YOR089C,YOR101W,YPR165W
YNL182C	3	0.080302759	YHR085W,YHR197W
YNL185C	42	0.961625866	YDR237W,YBR122C,YDR322W,YNL005C,YBL038W,YMR024W,YDR462W,YCR071C,YDR405W,YML025C,YKR006C,YLR439W,YBR282W,YKL167C,YML009C,YJL096W,YMR225C,YMR193W,YHR147C,YDR115W,YDR116C,YDL202W,YKR085C,YGR076C,YCR003W,YGL068W,YKL138C,YBR268W,YKL170W,YCR046C,YJL063C,YMR286W,YLR312W-A,YNL177C,YNL252C,YNL284C,YNR022C,YOR150W,YPL173W,YPL183W-A,YPR100W
YNL186W	12	0.122394517	YMR304W,YDR069C,YER151C,YIL156W,YPL072W,YOR124C,YBR058C,YER144C,YFR005C,YER098W,YDL122W
YNL189W	2	1	YEL013W
YNL197C	27	0.358521135	YKL214C,YDR432W,YDR381W,YCL011C,YER165W,YNL004W,YIR005W,YPR042C,YOR319W,YOR361C,YPL043W,YPR112C,YOL123W,YOL041C,YNL251C,YPL190C,YDL209C,YGL044C,YNL110C,YGR159C,YBR212W,YJR091C,YHL024W,YDL224C,YMR302C,YJL010C
YNL199C	2	0.710145276	YPL075W
YNL201C	3	0.402364901	YBL046W,YDR075W
YNL206C	3	0.070955319	YML069W,YGL207W
YNL207W	2	0.212417454	YOR119C
YNL209W	13	0.167928368	YBR169C,YLL024C,YDL229W,YHR064C,YPL106C,YJL034W,YAL005C,YLR369W,YER103W,YBL075C,YEL030W,YGR285C
YNL210W	3	0.46913883	YBL032W,YJL080C
YNL216W	20	0.294490248	YOL148C,YPL129W,YPL254W,YPL047W,YJL176C,YDR448W,YKR099W,YER088C,YOR290C,YPL016W,YOR023C,YPR034W,YNR023W,YDR073W,YFL049W,YBR289W,YHL025W,YMR033W,YGR275W
YNL219C	2	1	YOR149C
YNL221C	10	1	YBL018C,YNL282W,YBR167C,YAL033W,YBR257W,YHR062C,YGR030C,YLR145W,YDR478W
YNL222W	19	0.774186976	YOR179C,YNL317W,YPR107C,YKR002W,YJR093C,YGR156W,YLR115W,YKL059C,YDR195W,YLR277C,YAL043C,YDR301W,YKL018W,YER133W,YDR228C,YBR050C,YDR028C,YKL193C
YNL224C	2	0.043750244	YLR424W
YNL225C	7	0.660486241	YKL042W,YPL124W,YDR356W,YBR109C,YAL047C,YDL239C
YNL227C	4	0.208117089	YLR387C,YBR267W,YLR074C
YNL230C	5	0.475511415	YGR003W,YJR052W,YBR114W,YPL046C
YNL232W	12	0.93684302	YOL142W,YOL021C,YGR195W,YDL111C,YGR158C,YGR095C,YCR035C,YHR069C,YDR280W,YHR081W,YOR001W
YNL236W	24	0.899207732	YPL042C,YGL127C,YHR058C,YBR253W,YPR070W,YPR168W,YOR174W,YCR081W,YBR193C,YGL151W,YDR308C,YBL093C,YDL005C,YHR041C,YGL025C,YOL051W,YGR104C,YOL135C,YLR071C,YNR010W,YDR443C,YER022W,YNL025C
YNL243W	2	0.025376961	YGR241C
YNL246W	3	0.079673579	YLL002W,YKR048C
YNL248C	35	0.94190515	YDR156W,YPR010C,YJL148W,YJR063W,YOR341W,YOR340C,YPR110C,YNL113W,YOR210W,YOR224C,YPR187W,YBR154C,YHR143W-A,YOR207C,YOR116C,YOR151C,YNR003C,YPR190C,YDR404C,YGL070C,YJL140W,YGR063C,YDL150W,YKL144C,YGR186W,YOL005C,YIL021W,YKR025W,YNL151C,YML010W,YGR005C,YJL011C,YDR045C,YGL043W
YNL250W	3	0.31948575	YDR369C,YMR224C
YNL251C	47	0.530258437	YPL178W,YKL214C,YOR319W,YDR432W,YOL123W,YPR112C,YPL043W,YOR361C,YPR042C,YOL041C,YDR381W,YHR086W,YIL061C,YBR119W,YCL011C,YER165W,YNL004W,YPL190C,YIR005W,YNL197C,YDL209C,YGL044C,YNL110C,YGR159C,YBR212W,YJR091C,YHL024W,YDL224C,YMR302C,YLR116W,YDR235W,YDR240C,YMR125W,YLR298C,YKL012W,YGR013W,YGR074W,YGR278W,YLR147C,YER029C,YLR275W,YFL017W-A,YDL030W,YMR288W,YJL203W,YPL213W
YNL252C	42	0.939649993	YPR100W,YPL183W-A,YOR150W,YNR022C,YPL173W,YNL284C,YBL038W,YMR024W,YDR405W,YCR071C,YDR237W,YKR006C,YML025C,YDR462W,YBR122C,YDR322W,YNL005C,YLR439W,YBR282W,YKL167C,YML009C,YJL096W,YMR225C,YMR193W,YHR147C,YDR115W,YDR116C,YDL202W,YKR085C,YGR076C,YCR003W,YMR286W,YLR312W-A,YNL177C,YNL185C,YGL068W,YKL138C,YBR268W,YKL170W,YCR046C,YJL063C
YNL253W	8	0.177644139	YDL084W,YDR381W,YCL011C,YML062C,YHR167W,YNL139C,YDR138W
YNL257C	11	0.205109437	YNL047C,YER114C,YIL105C,YBL085W,YJR092W,YGR097W,YDL019C,YLR425W,YAR042W,YPL115C
YNL258C	6	0.636870253	YGL145W,YDR498C,YGL098W,YLR440C,YOR075W
YNL259C	2	0.05503852	YDR270W
YNL261W	7	0.639966632	YLL004W,YHR118C,YPR162C,YBR060C,YML065W,YJL194W
YNL262W	5	0.295483368	YBR278W,YPR175W,YDR121W,YGL133W
YNL264C	2	1	YMR079W
YNL273W	3	0.206170944	YCL061C,YMR048W
YNL281W	2	0.045453857	YDR214W
YNL282W	10	1	YGR030C,YBR167C,YHR062C,YNL221C,YAL033W,YBR257W,YBL018C,YDR478W,YLR145W
YNL283C	2	1	YOR008C
YNL284C	42	0.939649993	YNL252C,YDR237W,YBL038W,YNL005C,YDR322W,YBR122C,YMR024W,YDR405W,YML025C,YKR006C,YPR100W,YPL183W-A,YOR150W,YNR022C,YPL173W,YLR439W,YBR282W,YDR462W,YKL167C,YML009C,YCR071C,YJL096W,YMR225C,YMR193W,YHR147C,YDR115W,YDR116C,YDL202W,YKR085C,YGR076C,YCR003W,YMR286W,YLR312W-A,YNL177C,YNL185C,YGL068W,YKL138C,YBR268W,YKL170W,YCR046C,YJL063C
YNL286W	10	0.340222615	YIR009W,YJL203W,YML049C,YMR240C,YDL030W,YMR288W,YPL213W,YIR005W,YOR319W
YNL287W	11	0.499940594	YDR238C,YIL076W,YFR051C,YGL137W,YDL145C,YPL010W,YER122C,YDL226C,YDL192W,YDL137W
YNL288W	9	0.748070423	YPR072W,YDL165W,YIL038C,YCR093W,YNR052C,YGR134W,YER068W,YAL021C
YNL289W	14	0.240735721	YPL031C,YIL050W,YAL040C,YGR108W,YLR210W,YGR109C,YMR199W,YGL134W,YDL155W,YPR120C,YPR119W,YPL256C,YOL001W
YNL290W	10	0.53942867	YOL094C,YJR068W,YBR087W,YMR078C,YER173W,YHR191C,YCL016C,YOR217W,YOR144C
YNL293W	10	0.321801328	YMR192W,YMR055C,YPL249C,YOR070C,YOL112W,YFL027C,YGR100W,YJL044C,YDL234C
YNL294C	2	1	YOR030W
YNL297C	2	0.47295994	YDR141C
YNL298W	91	0.834045492	YOL113W,YHL007C,YJL141C,YKL166C,YJL164C,YDR490C,YDL159W,YJL095W,YGR097W,YBL016W,YHR030C,YLR362W,YHR205W,YJL187C,YER114C,YDR122W,YGR040W,YJL128C,YGL158W,YLR096W,YLR113W,YKL101W,YKL048C,YER129W,YDL101C,YMR139W,YJR092W,YDR477W,YNL161W,YAR019C,YGR092W,YDR507C,YPL115C,YIL035C,YMR001C,YOR061W,YPL204W,YPL209C,YPL031C,YPL203W,YPR161C,YNR031C,YOL128C,YOL016C,YOR267C,YPL026C,YPR054W,YOL045W,YOR233W,YNL307C,YOR231W,YPL140C,YGR188C,YBR097W,YHR102W,YBR160W,YNL020C,YDR309C,YCL024W,YGL180W,YPL153C,YBL105C,YIL095W,YHR135C,YKL139W,YMR216C,YDR283C,YDL017W,YBR059C,YDL028C,YHR079C,YHR082C,YJR059W,YJL165C,YCR008W,YER123W,YLR425W,YFL033C,YNL257C,YLR248W,YGR052W,YFL029C,YAL017W,YFR014C,YAR018C,YKL171W,YBR274W,YNL154C,YDR247W,YDR103W
YNL299W	4	0.255735751	YOL115W,YDL175C,YIL079C
YNL302C	46	0.954868287	YGL189C,YMR116C,YGR214W,YGL123W,YER131W,YNL178W,YGR118W,YOL121C,YBR181C,YJL191W,YHL015W,YKR057W,YBR048W,YML026C,YER074W,YCR031C,YJR123W,YER102W,YDR025W,YMR143W,YNL096C,YBL072C,YBR189W,YML063W,YLR441C,YML024W,YDR064W,YDR447C,YIL069C,YMR230W,YDR450W,YKL156W,YDL083C,YHR021C,YJL136C,YLR048W,YLR167W,YOL040C,YLR264W,YOR096W,YOR167C,YOR293W,YPL081W,YPL090C,YPR132W
YNL304W	22	0.839120845	YNL098C,YNL093W,YKR014C,YGR152C,YER031C,YGL210W,YKR055W,YFL038C,YML064C,YFL005W,YLR229C,YLR262C,YLR293C,YML001W,YNL090W,YIL118W,YCR027C,YNL180C,YOR089C,YOR101W,YPR165W
YNL306W	30	0.912082403	YKL155C,YDR337W,YDR041W,YER050C,YDR175C,YJR113C,YGR215W,YGR165W,YPR166C,YPL013C,YPL118W,YJR101W,YIL093C,YDR347W,YGL129C,YGR084C,YBL090W,YBR146W,YHL004W,YNL137C,YOR158W,YMR188C,YMR158W,YNR037C,YDL045W-A,YBR251W,YKL003C,YNL081C,Q0140
YNL307C	82	0.779003629	YJL141C,YKL166C,YJL164C,YDR490C,YJL095W,YHR030C,YHR205W,YLR362W,YJL187C,YDR122W,YGR040W,YGL158W,YLR096W,YKL101W,YKL048C,YER129W,YJL128C,YDL101C,YMR139W,YDR477W,YNL161W,YLR113W,YAR019C,YGR092W,YDR507C,YIL035C,YMR001C,YNL298W,YGR188C,YBR097W,YHR102W,YBR160W,YNL020C,YCL024W,YGL180W,YPL204W,YIL095W,YBL105C,YKL139W,YHL007C,YHR135C,YOR061W,YPL153C,YPL209C,YOL113W,YPL203W,YPL031C,YPR161C,YOL128C,YOL016C,YPL026C,YOL045W,YPR054W,YNR031C,YPL140C,YOR267C,YOR231W,YOR233W,YMR216C,YDR283C,YDL017W,YBR059C,YDL028C,YHR079C,YJL165C,YJR059W,YCR008W,YHR082C,YER123W,YFL033C,YAR018C,YFR014C,YLR248W,YDR247W,YBR274W,YAL017W,YGR052W,YFL029C,YNL154C,YKL171W,YIL106W
YNL311C	8	0.128500365	YIL046W,YFL009W,YLR368W,YJL149W,YML088W,YDR219C,YOR080W
YNL312W	4	0.15206167	YJL173C,YAR007C,YNL073W
YNL317W	19	0.765625053	YOR179C,YNL222W,YLR115W,YKR002W,YGR156W,YDR195W,YPR107C,YKL059C,YLR277C,YJR093C,YAL043C,YDR301W,YKL018W,YER133W,YDR228C,YBR050C,YDR028C,YKL193C
YNL326C	4	0.206760892	YDR264C,YOR034C,YLR246W
YNL328C	10	0.479379737	YGR285C,YJL073W,YMR214W,YNL007C,YNL064C,YFL016C,YMR161W,YNL227C,YGL018C
YNL329C	15	0.34410022	YNL290W,YJR068W,YMR078C,YMR089C,YER017C,YOL094C,YOR217W,YPR024W,YPR173C,YLL026W,YBL022C,YLR397C,YLL034C,YDR258C
YNL330C	14	0.647904422	YOL004W,YPL139C,YPL181W,YMR263W,YAL013W,YBR095C,YIL084C,YNL097C,YMR075W,YDR207C,YKL185W,YMR176W,YJR094C
YNL333W	6	1	YMR096W,YFL059W,YFL060C,YMR095C,YNL334C
YNL334C	6	1	YFL060C,YMR095C,YMR096W,YFL059W,YNL333W
YNR003C	30	0.826114997	YDR045C,YOR207C,YOR116C,YPR190C,YJL011C,YNL151C,YKR025W,YDL150W,YKL144C,YPR110C,YNL113W,YOR210W,YOR224C,YPR187W,YBR154C,YHR143W-A,YJR063W,YPR010C,YNL248C,YOR341W,YDR404C,YGL070C,YJL140W,YOR151C,YOR340C,YIL021W,YDR156W,YJL148W,YOL005C
YNR006W	7	0.101107043	YHL002W,YDR358W,YHR108W,YGL023C,YDR323C,YDR313C
YNR007C	2	0.05210993	YLL042C
YNR010W	24	0.924844658	YPL042C,YGL127C,YDR308C,YCR081W,YOL051W,YPR070W,YPR168W,YBR193C,YHR058C,YGL151W,YOR174W,YBL093C,YOL135C,YBR253W,YNL236W,YDL005C,YGL025C,YGR104C,YLR071C,YDR443C,YHR041C,YER022W,YNL025C
YNR016C	3	1	YGL062W,YDR148C
YNR017W	9	0.367337881	YJL143W,YGR033C,YPL063W,YJL104W,YLR008C,YKR065C,YIL022W,YOR232W
YNR018W	10	0.543079427	YPR191W,YML030W,YEL024W,Q0105,YBL045C,YHR001W-A,YDR529C,YFR033C,YJL166W
YNR022C	42	0.939649993	YNL252C,YDR237W,YBR122C,YDR322W,YNL005C,YBL038W,YMR024W,YDR462W,YCR071C,YDR405W,YML025C,YKR006C,YNL284C,YLR439W,YBR282W,YKL167C,YML009C,YJL096W,YPR100W,YPL183W-A,YOR150W,YMR193W,YMR225C,YGR076C,YHR147C,YDR115W,YDR116C,YDL202W,YKR085C,YPL173W,YCR003W,YMR286W,YLR312W-A,YNL177C,YNL185C,YGL068W,YKL138C,YBR268W,YKL170W,YCR046C,YJL063C
YNR023W	11	0.364266114	YOR290C,YDR073W,YPL016W,YBR289W,YHL025W,YJL176C,YFL049W,YPR034W,YMR033W,YGR275W
YNR031C	82	0.794284031	YJL141C,YKL166C,YJL164C,YDR490C,YJL095W,YHR030C,YHR205W,YLR362W,YJL187C,YDR122W,YGR040W,YGL158W,YLR096W,YKL101W,YKL048C,YER129W,YJL128C,YDL101C,YMR139W,YDR477W,YNL161W,YAR019C,YLR113W,YGR092W,YDR507C,YIL035C,YMR001C,YNL298W,YGR188C,YBR097W,YHR102W,YBR160W,YNL020C,YCL024W,YGL180W,YIL095W,YBL105C,YKL139W,YHL007C,YHR135C,YNL307C,YMR216C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YHR079C,YJL165C,YJR059W,YCR008W,YHR082C,YER123W,YOL113W,YFL033C,YPL153C,YBR274W,YAL017W,YGR052W,YFL029C,YNL154C,YKL171W,YAR018C,YFR014C,YOL016C,YOL045W,YLR248W,YOL128C,YOR061W,YOR231W,YOR233W,YOR267C,YPL026C,YPL031C,YPL140C,YDR247W,YPL203W,YPL204W,YPL209C,YPR054W,YPR161C
YNR032C-A	4	0.026885735	YLL039C,YMR276W,YEL037C
YNR034W	2	1	YCR073W-A
YNR035C	7	0.602246349	YIL062C,YLR370C,YBR234C,YKL013C,YJR065C,YDL029W
YNR036C	3	0.016503615	YGR118W,YPR132W
YNR037C	30	0.924968544	YPR166C,YPL013C,YPL118W,YOR158W,YDR041W,YGR165W,YDR337W,YDR175C,YJR113C,YGR215W,YJR101W,YIL093C,YDR347W,YGL129C,YGR084C,YBR146W,YBL090W,YNL137C,YER050C,YNL306W,YMR158W,YMR188C,YHL004W,YDL045W-A,YKL003C,YBR251W,YKL155C,YNL081C,Q0140
YNR038W	4	0.350947127	YOL144W,YLR221C,YKL014C
YNR046W	2	1	YOL124C
YNR051C	3	0.041459194	YER151C,YER009W
YNR052C	9	0.744264806	YPR072W,YDL165W,YIL038C,YGR134W,YNL288W,YCR093W,YER068W,YAL021C
YNR053C	3	0.033655603	YGL099W,YER006W
YOL001W	5	0.137530887	YPL031C,YIL050W,YGL134W,YNL289W
YOL004W	14	0.647904422	YNL330C,YPL139C,YAL013W,YPL181W,YMR263W,YBR095C,YIL084C,YNL097C,YMR075W,YDR207C,YKL185W,YMR176W,YJR094C
YOL005C	12	0.231414696	YOR151C,YDR404C,YGL070C,YJL140W,YIL021W,YBR154C,YGL043W,YGR063C,YGR186W,YGR005C,YML010W
YOL009C	4	0.295927679	YLL006W,YAL010C,YNL026W
YOL012C	7	0.11365368	YER030W,YDR224C,YKL049C,YNL031C,YNL030W,YAL019W
YOL013C	8	0.609764727	YLR207W,YML029W,YBR201W,YDR057W,YDR411C,YBR273C,YJL034W
